3
3
3
3
9
9
9
9
9
9
9
6
6
6
6
9
9
9
9
3
3
3
9
9
3
3
3
9
9
9
9
7
7
7
7
9
9
9
3
3
3
9
9
9
9
9
9
1
1
1
1
9
9
9
9
9
9
9
9
2
2
2
2
9
9
9
9
9
9
9
9
